Language_ID	GB020	GB021	GB022	GB023	GB028	GB030	GB031	GB035	GB036	GB037	GB038	GB039	GB042	GB043	GB044	GB051	GB052	GB053	GB054	GB057	GB058	GB059	GB068	GB069	GB070	GB071	GB072	GB073	GB074	GB075	GB079	GB080	GB081	GB082	GB083	GB084	GB086	GB089	GB090	GB091	GB092	GB093	GB094	GB095	GB096	GB098	GB099	GB103	GB104	GB105	GB107	GB108	GB109	GB110	GB111	GB113	GB114	GB115	GB116	GB117	GB119	GB120	GB121	GB129	GB131	GB132	GB133	GB136	GB137	GB138	GB139	GB147	GB149	GB155	GB158	GB165	GB166	GB170	GB171	GB172	GB177	GB184	GB185	GB186	GB192	GB196	GB197	GB198	GB298	GB299	GB309	GB312	GB313	GB316	GB317	GB318	GB319	GB320	GB321	GB430	GB431	GB432	GB433	GB024a	GB024b	GB025a	GB025b	GB065a	GB065b	GB130a	GB130b	GB193a	GB193b	AUTOTYP_area	Macroarea	Family_ID	aes	level	Name	Estimator	Probability	Surprisal
abkh1244	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	Greater Mesopotamia	Eurasia	abkh1242	threatened	language	Abkhaz	Kernel 20	0.0013158637830922586	6.633261959724922
abkh1244	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	Greater Mesopotamia	Eurasia	abkh1242	threatened	language	Abkhaz	Kernel 30	6.874212645057238e-4	7.282563259337273
abkh1244	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	Greater Mesopotamia	Eurasia	abkh1242	threatened	language	Abkhaz	Kernel 40	6.638394634941199e-4	7.3174702095655695
abkh1244	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	Greater Mesopotamia	Eurasia	abkh1242	threatened	language	Abkhaz	Bayesian LCA	6.050566179221072e-32	71.88257112480304
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Kernel 1	0.6794224612792988	0.3865121633380544
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Kernel 5	0.14916130709990738	1.9027269606373234
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Kernel 10	0.024329460296097113	3.7160673050839113
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Kernel 20	0.001404138127948704	6.568331596487837
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Kernel 30	6.928977450820938e-4	7.274628123655625
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Kernel 40	6.642381427467773e-4	7.316869824071891
abua1245	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	nucl1708	shifting	language	Abu' Arapesh	Bayesian LCA	2.6349232121825787e-31	70.4112838427334
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Kernel 1	0.7227805264882052	0.3246496623976067
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Kernel 5	0.2108935416235525	1.5564018148987202
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Kernel 10	0.05247126962345008	2.9474895044455196
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Kernel 20	0.005258662320961093	5.247878596179553
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Kernel 30	0.0012255240199563462	6.704386755060609
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Kernel 40	7.455454827754582e-4	7.201394415861334
abun1252	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	N Coast New Guinea	Papunesia	abun1252	shifting	language	Abun	Bayesian LCA	1.3361043295365374e-23	52.669698975827075
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Kernel 1	0.7320126337989041	0.3119575058816449
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Kernel 5	0.22849888113332406	1.476223965231752
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Kernel 10	0.06528718639447231	2.7289594886856343
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Kernel 20	0.010615777140015391	4.545413975012128
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Kernel 30	0.0035018841404782126	5.654454129481231
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Kernel 40	0.0017506683805492145	6.3477576322216684
acha1249	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	Southeast Asia	Eurasia	sino1245	shifting	language	Longchuan Achang	Bayesian LCA	5.619483701425228e-23	51.23321734725138
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Kernel 1	0.70237332692082	0.35329021158383445
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Kernel 5	0.17559996643801612	1.7395467889086098
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Kernel 10	0.03333828488244896	3.4010488462206214
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Kernel 20	0.0020642029577079184	6.183011103974288
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Kernel 30	7.428906289581199e-4	7.204961726022403
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Kernel 40	6.687568352797458e-4	7.310090038827233
achi1256	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	Mesoamerica	North America	maya1287	threatened	language	Achi	Bayesian LCA	7.16556161066437e-27	60.20051107012361
achi1257	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	Southeast Asia	Papunesia	aust1307	threatened	language	Acehnese	Kernel 1	0.733521290814572	0.3098986554882884
achi1257	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	Southeast Asia	Papunesia	aust1307	threatened	language	Acehnese	Kernel 5	0.22617502313537405	1.486446140780632
